"Address","City","Bd1","Bth1","Sqft","LotSz1","LotUnit","Year","Date","Sqft.dollor","DOM.CDOM","OrgPrice","LstPrice","SalPrice","SP.LP","zip"
"5729 Palm Ave","Carmichael","3","2 (2 0)",1008,0.2505,"ac","1960",2014-09-18,148.81,"17/17",159900,"159900","150000",93.81,95841
"5891 Muldrow Rd","Sacramento","4","2 (2 0)",1449,0.0278,"ac","1974",2015-01-12,104.21,"19/19",151900,"151900","151000",99.41,95841
"5032 Greenberry Dr","Sacramento","4","2 (2 0)",1431,1143,"sf","1974",2014-02-28,106.22,"19/19",149900,"149900","152000",101.4,95841
"5412 Verner Ave","Sacramento","3","2 (2 0)",1272,0.15,"ac","1957",2013-08-06,120.68,"24/24",125500,"152000","153500",100.99,95841
"4948 Hemlock St","Sacramento","3","1 (1 0)",1253,0.6547,"ac","1936",2014-09-02,122.84,"0/0",115000,"115000","153914",133.84,95841
"5226 Greenberry Dr","Sacramento","4","2 (2 0)",1449,0.0275,"ac","1974",2015-02-04,106.97,"86/86",166000,"156900","155000",98.79,95841
"5409 FERNWOOD Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2013-09-16,129.17,"7/7",149500,"149500","155000",103.68,95841
"5604 Tahama St","Sacramento","4","2 (2 0)",2032,0.16,"ac","1957",2013-01-07,76.77,"18/18",159000,"159000","156000",98.11,95841
"5049 Buffwood Way","Sacramento","4","2 (2 0)",1640,0.14,"ac","1979",2013-01-03,95.12,"12/12",135000,"135000","156000",115.56,95841
"5225 Cherokee Way","Sacramento","3-4","2 (2 0)",1200,0.16,"ac","1957",2013-05-31,132.5,"12/12",135900,"135900","159000",117,95841
"5205 Glide Ct","Sacramento","3","2 (2 0)",1264,0.19,"ac","1957",2014-09-15,126.58,"21/21",125000,"125000","160000",128,95841
"5316 Tiburon Way","Sacramento","3","2 (2 0)",1233,0.15,"ac","1957",2013-11-01,129.76,"12/12",160000,"160000","160000",100,95841
"5301 Leader Ave","Sacramento","4","2 (2 0)",1580,0.2,"ac","1957",2014-04-10,101.27,"0/0",169900,"169900","160000",94.17,95841
"5633 Tahama St","Sacramento","4","2 (2 0)",1224,0.18,"ac","1957",2014-09-29,130.72,"8/8",139000,"139000","160000",115.11,95841
"4715 Pepper Ln","Sacramento","3","1 (1 0)",1917,0.327,"ac","1950",2013-04-11,83.62,"64/64",170000,"158950","160300",100.85,95841
"5421 Silver Strand Way","Sacramento","3","2 (2 0)",1276,0.15,"ac","1957",2013-09-20,126.96,"5/5",162000,"162000","162000",100,95841
"4533 Ashcroft Ave","Sacramento","2-4","2 (2 0)",1250,0.24,"ac","1970",2013-05-06,132,"84/84",189900,"169900","165000",97.12,95841
"5233 Calistoga Way","Sacramento","3","2 (2 0)",1200,0.18,"ac","1957",2013-03-29,137.5,"1/1",169000,"164000","165000",100.61,95841
"5324 Valparaiso Cir","Sacramento","3","2 (2 0)",1224,0.16,"ac","1957",2013-05-17,134.8,"4/4",149990,"149990","165000",110.01,95841
"4947 Willow Rock Way","Sacramento","2","2 (2 0)",1150,0.127,"ac","1975",2014-05-20,143.52,"7/7",169950,"172000","165045",95.96,95841
"5332 Calistoga Way","Sacramento","3","2 (2 0)",1314,0.15,"ac","1957",2013-07-19,126.15,"6/6",100000,"125000","165757",132.61,95841
"4522 Kinsella Ln","Sacramento","3","2 (2 0)",1185,0.14,"ac","1981",2014-10-30,140.08,"104/104",199900,"174900","166000",94.91,95841
"5608 Tahama St","Sacramento","3-4","2 (2 0)",1329,0.19,"ac","1957",2014-05-20,125.66,"9/9",175000,"175000","167000",95.43,95841
"4826 Paladena St","Sacramento","4","2 (2 0)",1376,0.26,"ac","1961",2013-12-19,121.37,"16/16",169000,"169000","167000",98.82,95841
"5319 Colusa Way","Sacramento","3","2 (2 0)",1246,0.16,"ac","1957",2013-12-27,134.03,"4/8",167000,"167000","167000",100,95841
"4749 College Oak Dr","Sacramento","2","1 (1 0)",1379,0.65,"ac","1949",2014-02-21,123.28,"6/6",169000,"169000","170000",100.59,95841
"5437 Verner Ave","Sacramento","3","2 (2 0)",1314,0.2,"ac","1957",2013-11-07,129.38,"4/4",170000,"170000","170000",100,95841
"4413 Mieko Way","Sacramento","4","2 (2 0)",1692,0.207,"ac","1989",2013-01-25,100.47,"3/3",155000,"155000","170000",109.68,95841
"5004 Willow Rock Way","Sacramento","3","2 (2 0)",1224,0.1326,"ac","1980",2014-06-26,138.89,"13/13",170000,"170000","170000",100,95841
"5220 Fernwood Way","Sacramento","3","2 (2 0)",1314,0.15,"ac","1957",2014-03-28,129.38,"1/1",175000,"175000","170000",97.14,95841
"5332 Valparaiso Cir","Sacramento","3","2 (2 0)",1020,0.16,"ac","1957",2014-03-25,168.43,"89/89",192500,"171800","171800",100,95841
"5428 Tiburon","Sacramento","3","2 (2 0)",1264,0.15,"ac","1957",2013-12-20,136.08,"15/15",169900,"172000","172000",100,95841
"4508 Ashcroft Ave","Sacramento","4","2 (2 0)",1603,0.23,"ac","1964",2013-02-07,108.02,"10/10",164900,"164900","173150",105,95841
"5336 Silver Strand Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2013-09-30,145,"14/14",189000,"177000","174000",98.31,95841
"5616 Tahama St","Sacramento","3","2 (2 0)",1224,0.1812,"ac","1957",2013-08-07,142.97,"14/14",189000,"189000","175000",92.59,95841
"4944 Willow Rock Way","Sacramento","3","2 (2 0)",1707,0.17,"ac","1989",2013-03-14,102.52,"25/25",170000,"170000","175000",102.94,95841
"5729 Hemlock St","Sacramento","4","2 (2 0)",1580,0.15,"ac","1957",2014-01-22,110.83,"36/36",190000,"171000","175111",102.4,95841
"5839 Palm Ave","Carmichael","3-5","2 (2 0)",1912,0.238,"ac","1958",2014-06-13,91.79,"7/7",174000,"174000","175500",100.86,95841
"5101 Atlanta Way","Sacramento","3","2 (2 0)",1250,0.19,"ac","1957",2013-04-30,141.6,"14/14",165000,"165000","177000",107.27,95841
"4824 Hamilton St","Sacramento","3","2 (2 0)",1310,0.242,"ac","1987",2013-04-12,135.5,"15/24",165000,"165000","177500",107.58,95841
"5541 Oldham Ln","Sacramento","3","2 (2 0)",1654,1.08,"ac","1949",2013-04-02,108.83,"0/0",183000,"183000","180000",98.36,95841
"5425 Valparaiso Cir","Sacramento","3","2 (2 0)",1554,0.2,"ac","1957",2013-04-24,115.83,"10/10",174900,"174900","180000",102.92,95841
"6108 Shenandoah Dr","Sacramento","3","2 (2 0)",1350,0.17,"ac","1957",2013-08-23,133.33,"56/56",199000,"184000","180000",97.83,95841
"5612 Rapid Ct","Sacramento","3","2 (2 0)",1113,0.26,"ac","1957",2014-11-25,161.73,"4/4",179950,"179950","180000",100.03,95841
"5313 Fernwood Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2013-11-22,152.5,"11/11",179000,"179000","183000",102.23,95841
"5304 Valparaiso","Sacramento","3","2 (2 0)",1224,0.16,"ac","1957",2013-09-30,151.14,"6/6",184900,"184900","185000",100.05,95841
"4336 Malay Dr","Sacramento","3","2 (2 0)",1156,0.14,"ac","1976",2014-05-08,160.03,"20/20",175000,"185000","185000",100,95841
"6656 Glen Hollow Ct","Sacramento","4","2 (2 0)",1766,0.28,"ac","1989",2013-09-30,104.76,"9/9",140000,"185000","185000",100,95841
"5404 Rambler Way","Sacramento","3","2 (2 0)",1224,0.15,"ac","1957",2013-03-15,151.31,"4/4",165000,"165000","185199",112.24,95841
"5300 Fernwood Way","Sacramento","5","2 (2 0)",1690,0.19,"ac","1957",2013-03-05,109.76,"2/2",183500,"183500","185500",101.09,95841
"4950 Willow Rock Way","Sacramento","3","2 (2 0)",1150,0.149,"ac","1975",2013-07-19,162.61,"9/9",179000,"179000","187000",104.47,95841
"6301 Shenandoah Dr","Sacramento","3","2 (2 0)",1314,0.25,"ac","1957",2014-10-30,143,"11/11",175000,"175000","187900",107.37,95841
"5415 Leader Ave","Sacramento","3","2 (2 0)",1246,0.15,"ac","1957",2014-09-26,151.69,"82/82",115000,"188500","189000",100.27,95841
"4963 Clearwood Way","Sacramento","3","2 (2 0)",1168,5663,"sf","1976",2013-08-29,163.53,"8/8",194750,"194750","191000",98.07,95841
"5425 Rambler Way","Sacramento","3-4","2 (2 0)",2143,0.16,"ac","1957",2014-06-10,89.83,"48/48",219000,"192500","192500",100,95841
"5100 Atlanta Way","Sacramento","3","2 (2 0)",1400,0.19,"ac","1957",2013-09-11,137.86,"41/41",175000,"195000","193000",98.97,95841
"5112 Cherokee Way","Sacramento","3","2 (2 0)",1514,0.15,"ac","1957",2013-10-09,127.61,"6/6",185000,"185000","193200",104.43,95841
"4941 Timbercreek Way","Sacramento","3","2 (2 0)",1444,0.1515,"ac","1979",2013-06-12,134.7,"20/20",193500,"193500","194500",100.52,95841
"4964 Buffwood Way","Sacramento","3","2 (2 0)",1508,0.2307,"ac","1979",2013-07-03,129.31,"25/25",200000,"195000","195000",100,95841
"4836 Buffwood Way","Sacramento","3","2 (2 0)",1508,0.149,"ac","1979",2013-05-02,129.31,"34/34",189000,"189900","195000",102.69,95841
"4934 Curve Wood Way","Sacramento","3","2 (2 0)",1183,NA,NA,"1976",2013-04-12,164.84,"7/7",179900,"195000","195000",100,95841
"5524 Walnut Ave","Sacramento","3","1 (1 0)",1140,0.52,"ac","1959",2013-11-27,171.05,"42/42",209950,"194000","195000",100.52,95841
"5836 Pioneer","Sacramento","3","2 (2 0)",1250,0.15,"ac","1957",2014-06-04,156,"19/19",195000,"189900","195000",102.69,95841
"4420 Coffee Ln","Sacramento","3","2 (2 0)",1232,0.7,"ac","1989",2013-07-05,158.69,"58/211",199900,"199900","195500",97.8,95841
"4976 Clearwood Way","Sacramento","3","2 (2 0)",1156,0.12,"ac","1976",2014-01-17,169.55,"40/85",209000,"197000","196000",99.49,95841
"4336 Winding Way","Sacramento","4-6","2 (2 0)",2003,0.4253,"ac","1959",2014-08-11,98.35,"0/0",197000,"197000","197000",100,95841
"5113 Costa Way","Sacramento","3","2 (2 0)",1400,0.15,"ac","1957",2014-10-14,142.14,"7/7",199000,"199000","199000",100,95841
"5629 Walnut Ave","Sacramento","3","2 (2 0)",1508,0.1462,"ac","1979",2014-02-24,131.96,"7/7",199000,"199000","199000",100,95841
"5320 Atlanta Way","Sacramento","3","2 (2 0)",1424,0.15,"ac","1962",2014-06-24,140.41,"4/4",199950,"199950","199950",100,95841
"5226 Rambler Way","Sacramento","3","2 (2 0)",1314,0.17,"ac","1957",2014-08-07,152.21,"7/7",199000,"199000","200000",100.5,95841
"5316 Calistoga Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2014-01-31,166.67,"87/87",210000,"210000","200000",95.24,95841
"4938 Willow Rock Way","Sacramento","3","2 (2 0)",1274,0.129,"ac","1978",2013-05-31,156.99,"11/11",179900,"179900","200000",111.17,95841
"5441 Mona Way","Carmichael","3","2 (2 0)",1644,0.22,"ac","1962",2013-10-29,121.65,"80/80",220000,"220000","200000",90.91,95841
"5829 Shenandoah Dr","Sacramento","3","2 (2 0)",1555,0.16,"ac","1957",2013-08-28,128.62,"10/10",199950,"199950","200000",100.03,95841
"5030 Buffwood Way","Sacramento","4","2 (2 0)",1646,0.1455,"ac","1988",2014-12-04,122.11,"57/57",225000,"220500","201000",91.16,95841
"5333 Fernwood Way","Sacramento","3","2 (2 0)",1314,0.15,"ac","1957",2015-01-27,152.97,"46/46",209000,"199000","201000",101.01,95841
"6145 Spruce Ave","Sacramento","3","2 (2 0)",1676,0.39,"ac","1979",2014-06-23,119.99,"37/37",194900,"194900","201100",103.18,95841
"5408 Rambler Way","Sacramento","3","2 (2 0)",1224,0.18,"ac","1957",2014-03-24,165.03,"11/11",219000,"219000","202000",92.24,95841
"5040 Collina Pl","Sacramento","3","3 (2 1)",1911,0.1297,"ac","1992",2014-02-28,105.89,"35/35",240000,"216000","202358",93.68,95841
"5613 Tahama St","Sacramento","3-4","2 (2 0)",1492,0.16,"ac","1957",2014-04-25,136.73,"5/5",199000,"199000","204000",102.51,95841
"5517 Pinecone Ct","Sacramento","3","2 (2 0)",1534,0.2,"ac","1969",2014-06-30,133.64,"92/92",245000,"210000","205000",97.62,95841
"5028 Timbercreek Way","Sacramento","3-4","2 (2 0)",1508,0.1837,"ac","1979",2014-01-17,135.94,"32/32",224500,"212000","205000",96.7,95841
"4927 Willow Rock Way","Sacramento","3","2 (2 0)",1310,0.1492,"ac","1979",2013-08-05,156.49,"16/26",219900,"209900","205000",97.67,95841
"5425 Fort Sutter Way","Sacramento","3","2 (2 0)",1600,0.18,"ac","1957",2013-04-12,128.13,"7/7",199900,"199900","205000",102.55,95841
"5133 leader","Sacramento","3","2 (2 0)",1233,0.2,"ac","1957",2013-10-09,167.07,"7/7",199970,"199970","206000",103.02,95841
"4666 Freeway Cir","Sacramento","3","2 (2 0)",1106,0.23,"ac","1959",2013-11-27,187.16,"5/5",195000,"195000","207000",106.15,95841
"4990 Tyler St","Sacramento","3","2 (2 0)",1084,0.3089,"ac","1961",2014-02-24,190.96,"19/19",210000,"199950","207000",103.53,95841
"4816 Merle Ct","Sacramento","4","2 (2 0)",1667,0.1194,"ac","1992",2014-09-24,124.48,"74/74",219900,"219900","207500",94.36,95841
"4955 Clearwood Way","Sacramento","3","2 (2 0)",1156,5663,"sf","1976",2013-10-08,180.8,"94/94",219900,"199900","209000",104.55,95841
"5405 Colusa Way","Sacramento","4","2 (2 0)",1638,0.16,"ac","1957",2013-07-16,128.21,"7/7",205000,"205000","210000",102.44,95841
"6663 Foxwood Ct","Sacramento","4","3 (3 0)",2044,0.1508,"ac","1989",2014-08-15,102.74,"25/33",183000,"210000","210000",100,95841
"5066 Buffwood Way","Sacramento","4-5","2 (2 0)",1670,0.1455,"ac","1978",2015-02-13,125.75,"289/289",209950,"209950","210000",100.02,95841
"5828 SHENANDOAH Dr","Sacramento","3","2 (2 0)",1400,0.15,"ac","1957",2013-10-16,150,"12/12",205000,"205000","210000",102.44,95841
"5217 Rambler Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2013-09-10,175.42,"7/7",199000,"199000","210500",105.78,95841
"4934 Willow Rock Way","Sacramento","3","2 (2 0)",1310,0.1837,"ac","1979",2015-01-22,161.07,"117/117",224950,"219000","211000",96.35,95841
"5416 Tiburon Way","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2014-04-30,176.48,"13/13",220000,"220000","211780",96.26,95841
"5409 Rambler Way","Sacramento","4","2 (2 0)",1224,0.17,"ac","1957",2014-10-14,173.61,"9/9",209000,"215000","212500",98.84,95841
"4944 Buffwood Way","Sacramento","3-4","2 (2 0)",1508,0.185,"ac","1979",2013-08-14,141.25,"6/6",199950,"214000","213000",99.53,95841
"5608 Hemlock St","Sacramento","4","2 (2 0)",1580,0.18,"ac","1957",2013-08-20,136.08,"21/21",210000,"210000","215000",102.38,95841
"5320 Finsbury Ave","Sacramento","4","2 (2 0)",1562,0.14,"ac","1966",2014-07-16,137.64,"82/82",239000,"215000","215000",100,95841
"5429 Tiburon Way","Sacramento","3","2 (2 0)",1233,0.15,"ac","1957",2014-12-23,174.37,"27/27",219900,"219900","215000",97.77,95841
"4904 Buffwood Way","Sacramento","4","2 (2 0)",1670,0.202,"ac","1979",2014-04-16,128.74,"2/2",214950,"214950","215000",100.02,95841
"5026 Shae Ct","Sacramento","3","2 (2 0)",1511,0.19,"ac","1988",2014-07-29,143.61,"6/6",215000,"215000","217000",100.93,95841
"4547 Winding Way","Sacramento","3","2 (2 0)",1419,0.23,"ac","1959",2014-07-08,152.92,"183/183",215000,"210000","217000",103.33,95841
"5300 Verner Ave","Sacramento","3","2 (2 0)",1328,0.22,"ac","1957",2014-05-02,164.16,"7/7",214900,"214900","218000",101.44,95841
"5424 Leader Ave","Sacramento","3","2 (2 0)",1400,0.16,"ac","1959",2014-11-26,156.07,"6/6",213000,"213000","218500",102.58,95841
"5729 Palm Ave","Carmichael","3","2 (2 0)",1008,0.2505,"ac","1960",2015-01-30,217.26,"46/46",219900,"219900","219000",99.59,95841
"5050 Buffwood Way","Sacramento","3","2 (2 0)",1508,0.145,"ac","1978",2014-01-16,145.23,"36/36",224950,"219000","219000",100,95841
"4910 Willow Rock Way","Sacramento","3","2 (2 0)",1310,0.1669,"ac","1979",2014-07-29,167.86,"24/24",225000,"219900","219900",100,95841
"5321 Calistoga","Sacramento","3","2 (2 0)",1200,0.15,"ac","1957",2014-07-17,183.33,"4/4",217000,"217000","220000",101.38,95841
"5010 Clearwood Way","Sacramento","3","2 (2 0)",1417,0.188,"ac","1980",2014-09-13,155.26,"96/96",229900,"224900","220000",97.82,95841
"5608 Tahama St","Sacramento","4","2 (2 0)",1329,0.19,"ac","1957",2014-09-15,165.54,"11/42",229900,"219900","220000",100.05,95841
"5220 Fernwood Way","Sacramento","3","2 (2 0)",1314,0.15,"ac","1957",2014-09-19,167.43,"22/61",230000,"225000","220000",97.78,95841
"4961 Tyler St","Sacramento","3","2 (2 0)",1692,0.1631,"ac","1989",2013-08-29,130.02,"5/5",219900,"219900","220000",100.05,95841
"4312 Macey Dr Dr","Sacramento","3","2 (2 0)",1418,0.24,"ac","1959",2013-05-13,155.15,"7/7",225000,"225000","220000",97.78,95841
"6671 Goldenwood Cir","Sacramento","4","3 (2 1)",2109,0.322,"ac","1989",2013-01-18,104.31,"39/39",229000,"229000","220000",96.07,95841
"4840 Merle Ct","Sacramento","3","2 (2 0)",1310,0.1775,"ac","1993",2014-12-08,169.85,"34/34",235000,"220000","222500",101.14,95841
"5336 Finsbury Ave","Sacramento","3","2 (2 0)",1344,0.14,"ac","1967",2014-11-25,167.41,"6/6",225000,"225000","225000",100,95841
"4832 Pasadena Ave","Sacramento","3","2 (2 0)",1782,0.291,"ac","2001",2014-12-01,126.26,"120/120",300000,"249900","225000",90.04,95841
"4608 Orange Grove Ave","Sacramento","2","1 (1 0)",1010,1.02,"ac","1920",2014-12-01,222.77,"120/120",300000,"249900","225000",90.04,95841
"4329 Sycamore Ave","Sacramento","3","2 (2 0)",2270,0.28,"ac","1955",2013-02-20,99.12,"36/36",235000,"235000","225000",95.74,95841
"4535 Freeway Cir","Sacramento","4","3 (3 0)",1632,0.23,"ac","1957",2013-08-30,137.87,"3/3",215000,"215000","225000",104.65,95841
"5412 Verner Ave","Sacramento","3","2 (2 0)",1272,0.15,"ac","1957",2014-03-25,176.89,"4/76",225000,"225000","225000",100,95841
"5018 Buffwood Way","Sacramento","3","2 (2 0)",1918,0.1433,"ac","1978",2014-01-13,117.31,"9/9",225000,"225000","225000",100,95841
"5209 Atlanta Way","Sacramento","4","2 (2 0)",1580,0.2,"ac","1957",2014-01-13,142.41,"13/13",229900,"229900","225000",97.87,95841
"5000 Buffwood Way","Sacramento","3","2 (2 0)",1444,0.1599,"ac","1978",2014-06-18,157.2,"3/3",225000,"225000","227000",100.89,95841
"5316 Atlanta Way","Sacramento","4","2 (2 0)",1580,0.17,"ac","1957",2014-10-30,144.3,"14/14",230000,"230000","228000",99.13,95841
"4833 Buffwood Way","Sacramento","3","2 (2 0)",1508,0.1837,"ac","1979",2015-01-16,151.86,"25/25",235000,"229000","229000",100,95841
"5259 Fernwood Way","Sacramento","3","2 (2 0)",1264,0.21,"ac","1957",2015-02-05,181.17,"5/5",229000,"229000","229000",100,95841
"5204 Fernwood Way","Sacramento","3","2 (2 0)",1200,0.14,"ac","1957",2014-09-10,191.67,"2/2",228500,"228500","230000",100.66,95841
"5032 Collina Pl","Sacramento","3","2 (2 0)",1662,0.1297,"ac","1994",2014-08-01,138.39,"14/88",235000,"235000","230000",97.87,95841
"5032 Holyoke Way","Sacramento","3","2 (2 0)",1378,7405,"sf","1964",2014-02-26,166.91,"29/29",225000,"225000","230000",102.22,95841
"5300 Leader Ave","Sacramento","4","2 (2 0)",1580,0.21,"ac","1957",2014-03-19,145.57,"10/10",219900,"230000","230000",100,95841
"4832 Brittney Lee Ct","Sacramento","4","3 (2 1)",2000,0.086,"ac","2001",2014-06-16,115,"70/70",260000,"245000","230000",93.88,95841
"4836 Brittney Lee Ct","Sacramento","4","3 (2 1)",2000,0.1165,"ac","2001",2014-06-16,115,"69/69",260000,"245000","230000",93.88,95841
"5420 Silver Strand Way","Sacramento","4-5","3 (3 0)",1682,0.15,"ac","1957",2013-10-31,136.74,"15/15",219900,"219900","230000",104.59,95841
"5417 Rambler Way","Sacramento","3-4","2 (2 0)",1657,0.2,"ac","1957",2014-08-27,140.62,"7/7",235000,"235000","233000",99.15,95841
"5225 Atlanta Way","Sacramento","3","2 (2 0)",1828,0.16,"ac","1957",2014-11-21,128.01,"55/55",260000,"232000","234000",100.86,95841
"5301 Leader Ave","Sacramento","4","2 (2 0)",1580,0.2,"ac","1957",2014-07-08,148.73,"9/9",229900,"229900","235000",102.22,95841
"5114 Saddlewood St","Sacramento","3","2 (2 0)",1323,0.16,"ac","1964",2014-07-24,177.63,"13/13",230000,"230000","235000",102.17,95841
"5630 Chris Ann Ct","Sacramento","3","2 (2 0)",1120,0.43,"ac","1990",2013-11-26,209.82,"5/5",235000,"235000","235000",100,95841
"5704 Nonnie Ave","Carmichael","3","2 (2 0)",1640,0.18,"ac","1958",2014-02-07,144.82,"40/40",275000,"239000","237500",99.37,95841
"5009 Springfield Way","Sacramento","4","3 (3 0)",1696,0.23,"ac","1959",2014-09-17,140.32,"3/3",237987,"237987","237987",100,95841
"5608 Walnut Ave","Sacramento","4","3 (3 0)",1731,0.11,"ac","1962",2014-09-09,138.07,"6/6",239000,"239000","239000",100,95841
"5324 Finsbury Ave","Sacramento","3","2 (2 0)",1329,0.14,"ac","1967",2013-10-16,179.83,"59/59",249000,"239000","239000",100,95841
"5317 Hackberry Ln","Sacramento","5","4 (4 0)",3134,0.093,"ac","2006",2014-01-10,76.58,"92/92",269900,"249900","240000",96.04,95841
"5716 Edmunds Way","Sacramento","3","2 (2 0)",1451,0.38,"ac","1955",2013-08-21,165.4,"28/28",249000,"249000","240000",96.39,95841
"5248 Garfield Ave","Carmichael","3","2 (2 0)",1647,1.32,"ac","1948",2014-08-06,145.72,"20/20",290000,"290000","240000",82.76,95841
"5513 Pinecone Ct","Sacramento","4","2 (2 0)",1763,0.27,"ac","1969",2014-11-17,136.7,"7/7",249000,"249000","241000",96.79,95841
"4972 Kennington Dr","Sacramento","3","2 (2 0)",1656,0.18,"ac","1962",2014-03-28,147.95,"79/79",249000,"249000","245000",98.39,95841
"5700 Nonnie Ave","Carmichael","3","2 (2 0)",1724,0.24,"ac","1971",2014-02-06,144.43,"29/29",249000,"249000","249000",100,95841
"5044 Collina Pl","Sacramento","4","3 (2 1)",1781,0.1473,"ac","2001",2014-07-10,140.31,"17/17",249900,"249900","249900",100,95841
"5420 Bramble","Sacramento","4","2 (2 0)",1618,0.22,"ac","1961",2014-10-31,154.51,"3/3",250000,"250000","250000",100,95841
"5527 Bagley Ct","Sacramento","4","2 (2 0)",1707,0.16,"ac","1988",2014-03-21,146.46,"81/81",250000,"250000","250000",100,95841
"6657 Goldenwood Cir","Sacramento","3","2 (2 0)",1647,0.2125,"ac","1989",2014-05-29,151.79,"21/21",219000,"219000","250000",114.16,95841
"5819 Woodbrook Ct","Sacramento","3","2 (2 0)",1647,0.165,"ac","1989",2014-04-15,151.79,"26/26",250000,"240000","250000",104.17,95841
